title,Author,genre,language,level,pictures
The Toll (3) (Arc of a Scythe),Neal Shusterman,Scythe)   Toll,English,660,FALSE
The True Story of the Three Little Pigs,Jon Scieszka,Little   Story,English,260,TRUE
Where's Waldo? The Fantastic Journey,Martin Handford,Fantastic   Where's,English,155,TRUE
My New Baby,Rachel Fuller,Baby   New,English,35,TRUE
How to Catch a Dragon,Adam Wallace,Dragon   Catch,English,20,TRUE
First 100 Stickers: Words: Over 500 Stickers,Roger Priddy,Stickers:   Stickers,English,231,TRUE
If I Could Keep You Little: A Baby Book About a Parent's Love,Marianne Richmond,Parent's   Little:,English,74,TRUE
Have You Seen My Dinosaur? (Beginner Books(R)),Jon Surgal,Books(R))   Dinosaur?,English,372,TRUE
Princeton Review AP Human Geography Premium Prep   2021: 6 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation),The Princeton Review,Preparation)   Strategies,English,47,TRUE
Dinosaurs   Diggers   And Dump Trucks Coloring Book: Cute and Fun Dinosaur and Truck Coloring Book for Kids & Toddlers - Childrens Activity Books - ... 4-8 (Big Dreams Art Supplies Coloring Books),Big Dreams Art Supplies,Dinosaurs     Childrens,English,24,TRUE
Junie B. Jones and the Mushy Gushy Valentime (Junie B. Jones #14),Barbara Park,Valentime   (Junie,English,588,TRUE
The Animal Book: A Visual Encyclopedia of Life on Earth,David Burnie,Encyclopedia   Animal,English,392,TRUE
Separate Is Never Equal: Sylvia Mendez and Her Family s Fight for Desegregation (Jane Addams Award Book (Awards)),Duncan Tonatiuh,Desegregation   (Awards)),English,0,TRUE
The Boxcar Children Mysteries Books 5-8 (Boxcar Children)),Gertrude Chandler Warner,Children))   Mysteries,English,84,TRUE
Wishtree,Katherine Applegate,Wishtree,English,720,FALSE
Salt to the Sea,Ruta Sepetys,Salt   the,English,648,TRUE
It's OK to be Different: A Children's Picture Book About Diversity and Kindness,Sharon Purtill,Children's   Different:,English,140,TRUE
Superpowered: Transform Anxiety into Courage   Confidence   and Resilience,Renee Jain,Superpowered:   Confidence  ,English,368,TRUE
Your Diary - Sparkly Lock & Keys - Girls 8+ Journal Fun - Illustrated and Activities,Nancy Panaccione,Illustrated   Activities,English,0,TRUE
Grumpy Monkey Party Time!,Suzanne Lang,Monkey   Grumpy,English,267,TRUE
Full   Full   Full of Love,Trish Cooke,Full     Full  ,English,72,TRUE
A Camping Spree with Mr. Magee: (Read Aloud Books   Series Books for Kids   Books for Early Readers) (Mr. McGee   MCGE),Chris Van Dusen,Readers)   Camping,English,0,TRUE
Dork Diaries Box Set (Book 1-3): Dork Diaries; Dork Diaries 2; Dork Diaries 3,Rachel Renée Russell,Diaries;   Diaries,English,378,TRUE
All About Weather: A First Weather Book for Kids,Huda Harajli MA,Weather:   Weather,English,18,TRUE
Ultimate Sticker Book: Diggers and Dumpers: More Than 60 Reusable Full-Color Stickers,DK,Full-Color   Ultimate,English,335,TRUE
Handwriting Practice Paper for Kids: Bumper 200-Page Dotted Line Notebook (Handwriting Practice Paper Notebook / Blank Handwriting Practice Books For Kids),Creative_Kids_Inc,(Handwriting   Handwriting,English,240,TRUE
Becoming a Good Creature,Sy Montgomery,Creature   Becoming,English,364,TRUE
Touch and Feel Never Touch a Monster,Make Believe Ideas  Ltd.,Monster   Touch,English,94,TRUE
Jabari Jumps,Gaia Cornwall,Jabari   Jumps,English,304,TRUE
Thunderhead (Arc of a Scythe),Neal Shusterman,Thunderhead   Scythe),English,672,FALSE
Space Coloring Book for Kids: Fantastic Outer Space Coloring with Planets   Astronauts   Space Ships   Rockets (Children's Coloring Books),Blue Wave Press,(Children's   Astronauts  ,English,76,TRUE
Little Traveler Board Book Set,Mudpuppy,Traveler   Little,English,0,TRUE
What Do You Do With a Problem? — New York Times best seller,Kobi Yamada,Problem?   seller,English,25,TRUE
I'll Love You Till the Cows Come Home Board Book,Kathryn Cristaldi,Board   I'll,English,0,TRUE
TouchThinkLearn: ABC (Baby Board Books   Baby Touch and Feel Books   Sensory Books for Toddlers),Xavier Deneux,TouchThinkLearn:   Toddlers),English,189,TRUE
Herstory: 50 Women and Girls Who Shook Up the World (Stories That Shook Up the World),Katherine Halligan,Herstory:   (Stories,English,472,TRUE
Logic Puzzles for Clever Kids: Fun brain games for ages 4 & up,Molly Lynch,Puzzles   Clever,English,240,TRUE
The Berenstain Bears' Funny Valentine,Stan Berenstain,Berenstain   Valentine,English,174,TRUE
The Very Busy Spider,Eric Carle,Spider   Very,English,0,TRUE
Cabin Fever (Diary of a Wimpy Kid #6),Jeff Kinney,(Diary   Cabin,English,480,TRUE
Fancy Nancy: Heart to Heart: With Fancy Stickers!,Jane O'Connor,Stickers!   Nancy:,English,100,TRUE
Henry's Freedom Box: A True Story from the Underground Railroad,Ellen Levine,Underground   Railroad,English,160,TRUE
75 Years of Little Golden Books: 1942-2017: A Commemorative Set of 12 Best-Loved Books,Garth Williams,Commemorative   1942-2017:,English,24,TRUE
The Story of Ferdinand,Munro Leaf,Ferdinand   Story,English,165,TRUE
Star Wars: Ahsoka,E. K. Johnston,Ahsoka   Wars:,English,756,FALSE
Princeton Review AP Biology Premium Prep   2021: 6 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation),The Princeton Review,Preparation)   Strategies,English,83,TRUE
This Drawing Pad Belongs to ______! My Secret Book of Scribblings and Sketches: Sketch Book for Kids,Big Dreams Art Supplies,Scribblings   Sketches:,English,445,TRUE
Dr. Seuss's Second Beginner Book Collection (Beginner Books(R)),Dr. Seuss,Collection   (Beginner,English,30,TRUE
Best of Mad Libs,Roger Price,Libs   Best,English,96,TRUE
Each Kindness (Jane Addams Award Book (Awards)),Jacqueline Woodson,(Awards))   Kindness,English,20,TRUE
Hard Luck (Diary of a Wimpy Kid #8),Jeff Kinney,(Diary   Wimpy,English,112,TRUE
Bright Baby Touch & Feel Boxed Set: On the Farm   Baby Animals   At the Zoo and Perfect Pets (Bright Baby Touch and Feel),Roger Priddy,Animals     Perfect,English,1,TRUE
Never Let A Unicorn Meet A Reindeer!,Diane Alber,Reindeer!   Unicorn,English,144,TRUE
Junie B. Jones Complete Kindergarten Collection: Books 1-17 with paper dolls in boxed set,Barbara Park,Kindergarten   Collection:,English,234,TRUE
City of the Plague God (Rick Riordan Presents),Sarwat Chadda,Presents)   Riordan,English,504,TRUE
Emily Windsnap: Six Swishy Tails of Land and Sea,Liz Kessler,Windsnap:   Swishy,English,208,TRUE
Trials of Apollo   The 5-Book Hardcover Boxed Set,Rick Riordan,Hardcover   Apollo  ,English,430,TRUE
Algebra Essentials Practice Workbook with Answers: Linear & Quadratic Equations   Cross Multiplying   and Systems of Equations: Improve Your Math Fluency Series,Chris McMullen,Multiplying     Essentials,English,84,TRUE
The Berenstain Bears' Big Book of Science and Nature (Dover Children's Science Books),Stan Berenstain,Children's   Berenstain,English,60,TRUE
Millions of Cats (Gift Edition) (Picture Puffin Books),Wanda Gág,(Picture   Millions,English,56,TRUE
How to Catch an Elf,Adam Wallace,Catch   How,English,24,TRUE
Let's Go for a Drive! (An Elephant and Piggie Book) (An Elephant and Piggie Book   18),Mo Willems,Elephant   Elephant,English,87,TRUE
The Golden Girls Mad Libs,Francesco Sedita,Golden   Girls,English,416,TRUE
The Stars Beneath Our Feet,David Barclay Moore,Beneath   Stars,English,320,TRUE
What to Do When Your Temper Flares (A Kid's Guide to Overcoming Problems With Anger),Dawn Huebner,Overcoming   Problems,English,252,TRUE
Creative Gratitude Journal for Kids: A Journal to Teach Kids to Practice the Attitude of Gratitude and Mindfulness in a Creative & Fun Way,Happy Toddlerz,Mindfulness   Gratitude,English,59,TRUE
Ghost (1) (Track),Jason Reynolds,(Track)   Ghost,English,510,TRUE
All by Myself (Little Critter) (Look-Look),Mercer Mayer,(Look-Look)   Critter),English,267,TRUE
The Confidence Code for Girls: Taking Risks   Messing Up   & Becoming Your Amazingly Imperfect   Totally Powerful Self,Katty Kay,Imperfect     Confidence,English,696,FALSE
Unicorn   Mermaid and Princess Coloring Book: For Kids Ages 4-8,The Future Teacher Foundation,Coloring   Unicorn  ,English,38,TRUE
Baby Faces,DK,Faces   Baby,English,102,TRUE
The Last Straw (Diary of a Wimpy Kid #3),Jeff Kinney,(Diary   Straw,English,272,TRUE
100 Write-and-Learn Sight Word Practice Pages: Engaging Reproducible Activity Pages That Help Kids Recognize   Write   and Really LEARN the Top 100 High-Frequency Words That are Key to Reading Success,Scholastic Teaching Resources,Write-and-Learn   High-Frequency,English,250,TRUE
The Big Sparkly Box of Unicorn Magic: Phoebe and Her Unicorn Box Set Volume 1-4,Dana Simpson,Unicorn   Sparkly,English,496,TRUE
Say Something,Peter H. Reynolds,Something   Say,English,384,TRUE
I Am Stronger Than Anger: Picture Book About Anger Management And Dealing With Kids Emotions And Feelings (Preschool Feelings Book   Self-Regulation Skills),Elizabeth Cole,Self-Regulation   Management,English,0,TRUE
Unbirthday: A Twisted Tale,Liz Braswell,Unbirthday:   Twisted,English,84,TRUE
El Deafo,Cece Bell,Deafo   El,English,200,TRUE
Chicken Soup for the Teenage Soul: Stories of Life   Love and Learning,Jack Canfield,Learning   Chicken,English,240,TRUE
Richard Scarry's What Do People Do All Day? (Richard Scarry's Busy World),Richard Scarry,Scarry's   Scarry's,English,240,TRUE
Judy Moody and the Right Royal Tea Party,Megan McDonald,Party   Moody,English,552,TRUE
Busy Noisy Farm: Interactive Children's Sound Book (10 Button Sound) (Interactive Early Bird Children's Song Book with 10 Sing-Along Tunes),Julia Lobo,(Interactive   Interactive,English,99,TRUE
Brain Games - Sticker by Letter: Playful Pets (Sticker Puzzles - Kids Activity Book),Publications International Ltd.,Activity   (Sticker,English,0,TRUE
Fantastic Mr. Fox,Roald Dahl,Fantastic   Mr.,English,632,TRUE
The Sign of the Beaver,Elizabeth George Speare,Beaver   Sign,English,140,TRUE
The Poky Little Puppy (A Little Golden Book Classic),Janette Sebring Lowrey,Classic)   Little,English,0,TRUE
The Wrath & the Dawn (The Wrath and the Dawn),Renée Ahdieh,Dawn)   Wrath,English,936,FALSE
Kristy's Great Idea: Full-Color Edition (The Baby-Sitters Club Graphix #1),Ann M. Martin,Baby-Sitters   Full-Color,English,8,TRUE
After the Fall (How Humpty Dumpty Got Back Up Again),Dan Santat,Again)   Humpty,English,224,TRUE
The City of Ember Complete Boxed Set (The City of Ember; The People of Sparks; The Diamond of Darkhold; The Prophet of Yonwood),Jeanne DuPrau,Darkhold;   Complete,English,440,TRUE
Good Night   Fruit Bat (Bluey),Penguin Young Readers Licenses,(Bluey)   Night  ,English,150,TRUE
They All Saw A Cat (Cat Books for Kids   Beginning Reading Books   Preschool Prep Books),Brendan Wenzel,Preschool   Beginning,English,279,TRUE
Happy Narwhalidays (A Narwhal and Jelly Book #5),Ben Clanton,Narwhalidays   Narwhal,English,408,TRUE
Nature Friends Lift-a-Flap Boxed Set 4-Pack: Little Red Barn   Little Blue Boat   Little Green Frog   and Little Yellow Bee (Chunky Lift a Flap),Ginger Swift,Lift-a-Flap   Friends,English,0,TRUE
Fantastic Beasts and Where to Find Them (Harry Potter),J K Rowling,Fantastic   Potter),English,368,TRUE
The Complete Chronicles of Narnia ( Boxed Set 7 Books ),C. S. Lewis,Chronicles   Complete,English,51,TRUE
Construction Site on Christmas Night: (Christmas Book for Kids   Children's Book   Holiday Picture Book),Sherri Duskey Rinker,Construction   (Christmas,English,273,TRUE
Focused Ninja: A Children’s Book About Increasing Focus and Concentration at Home and School,Mary Nhin,Concentration   Children’s,English,0,TRUE
From Head to Toe Board Book,Eric Carle,Board   From,English,0,TRUE
Uni the Unicorn Uni's First Sleepover (Step into Reading),Amy Krouse Rosenthal,Sleepover   Reading),English,264,TRUE
I Spy With My Little Eye Valentine's Day: A Fun Guessing Game Book for 2-5 Year Olds | Fun & Interactive Picture Book for Preschoolers & Toddlers (Valentines Day Activity Book),Little Learners Publishing,Preschoolers   Valentine's,English,70,TRUE
National Parks of the USA,Kate Siber,National   Parks,English,492,TRUE
My First Learning Library Box Set: 20 Board Books Set for Kids (Horizontal Design),Wonder House Books,(Horizontal   Learning,English,81,TRUE
Super Mario Official Sticker Book (Nintendo),Steve Foxe,(Nintendo)   Official,English,380,TRUE
Trapped in a Video Game: Robots Revolt (Volume 3),Dustin Brady,(Volume   Trapped,English,224,TRUE
Room on the Broom,Julia Donaldson,Broom   Room,English,153,TRUE
The Last Olympian (Percy Jackson and the Olympians   Book 5),Rick Riordan,Olympians     Olympian,English,280,TRUE
How Do Dinosaurs Say Happy Birthday?,Jane Yolen,Birthday?   Dinosaurs,English,120,TRUE
Goodnight Moon,Margaret Wise Brown,Goodnight   Moon,English,236,TRUE
NIrV   Adventure Bible for Early Readers   Hardcover   Full Color,Zondervan,Hardcover     Adventure,English,468,TRUE
Boynton's Greatest Hits The Big Yellow Box: The Going-to-Bed Book; Horns to Toes; Opposites; But Not the Hippopotamus,Sandra Boynton,Hippopotamus   Going-to-Bed,English,1,TRUE
Great Battles for Boys: WW2 Europe,Joe Giorello,Battles   Europe,English,576,TRUE
Darkness of Dragons (Wings of Fire   Book 10) (10),Tui T. Sutherland,Darkness   Dragons,English,584,TRUE
The Berenstain Bears Patience   Please (Berenstain Bears/Living Lights: A Faith Story),Mike Berenstain,Bears/Living   (Berenstain,English,124,TRUE
Act (A Click Graphic Novel),Kayla Miller,Graphic   Novel),English,208,TRUE
Mary Anne Saves the Day: Full-Color Edition (The Baby-Sitters Club Graphix #3),Ann  M. Martin,Baby-Sitters   Full-Color,English,392,TRUE
My Butt is SO NOISY!,Dawn McMillan,NOISY!   Butt,English,300,TRUE
Women Who Dared: 52 Stories of Fearless Daredevils   Adventurers   and Rebels (Biography Books for Kids   Feminist Books for Girls),Linda Skeers,Adventurers     Daredevils  ,English,16,TRUE
Warriors: Dawn of the Clans Box Set: Volumes 1 to 6,Erin Hunter,Warriors:   Volumes,English,144,TRUE
The Last Kids on Earth and the Nightmare King,Max Brallier,Nightmare   Earth,English,384,TRUE
Princeton Review AP Calculus AB Premium Prep   2021: 7 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation),The Princeton Review,Preparation)   Strategies,English,71,TRUE
The Sneetches and Other Stories,Dr. Seuss,Sneetches   Stories,English,85,TRUE
Picturepedia   Second Edition: An Encyclopedia on Every Page,DK,Picturepedia     Encyclopedia,English,568,TRUE
Never Touch a Porcupine!,Make Believe Ideas  Ltd.,Porcupine!   Never,English,8,TRUE
The Stinky Cheese Man and Other Fairly Stupid Tales,Jon Scieszka,Stupid   Stinky,English,99,TRUE
My Side of the Mountain (Puffin Modern Classics),Jean Craighead George,Classics)   Mountain,English,616,TRUE
Diary of a Minecraft Zombie Book 3: When Nature Calls (Volume 3),Zack Zombie,Minecraft   (Volume,English,378,TRUE
Fortress of the Stone Dragon: A Branches Book (Dragon Masters #17),Tracey West,Branches   Fortress,English,534,TRUE
The Colors of Us,Karen Katz,Colors   The,English,116,TRUE
Bob Books Set 4 - Complex Words,Bobby Lynn Maslen,Complex   Books,English,332,TRUE
Build It! Volume 1: Make Supercool Models with Your LEGO® Classic Set (Brick Books),Jennifer Kemmeter,Supercool   Classic,English,305,TRUE
Good Night Stories for Rebel Girls - Gift Box Set: 200 Tales of Extraordinary Women,Rebel Girls,Extraordinary   Stories,English,234,TRUE
You're God's Girl!: A Devotional for Tweens,Wynter Pitts,Devotional   You're,English,432,TRUE
Spies   Code Breakers   and Secret Agents: A World War II Book for Kids,Carole P. Roman,Breakers     Agents:,English,552,TRUE
Financial Peace Junior Kit: Teaching Kids How to Win With Money,Dave Ramsey,Financial   Teaching,English,126,TRUE
Who Was Walt Disney?,Whitney Stewart,Disney?   Walt,English,256,TRUE
Elf: The Classic Illustrated Storybook (Pop Classics),Kim Smith,Illustrated   Storybook,English,348,TRUE
How to Turn $100 into $1  000  000: Earn! Save! Invest!,Jeannine Glista,$1  000  000:   Invest!,English,820,FALSE
Speak Up,Miranda Paul,Speak   Up,English,8,TRUE
The Complete Wreck (A Series of Unfortunate Events   Books 1-13),Lemony Snicket,Unfortunate   Complete,English,504,TRUE
The Truths We Hold: An American Journey (Young Readers Edition),Kamala Harris,Edition)   American,English,312,TRUE
Warriors: The Broken Code #4: Darkness Within,Erin Hunter,Warriors:   Darkness,English,584,TRUE
Avatar: The Last Airbender--North and South Library Edition,Gene Luen Yang,Airbender--North   Avatar:,English,520,TRUE
Unicorn Activity Book for Kids ages 4-8: A children’s coloring book and activity pages for 4-8 year old kids. For home or travel   it contains ... puzzles and more. (Silly Bear Coloring Books),Silly Bear,children’s   Activity,English,144,TRUE
James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small,James Herriot,Creatures   Herriot's,English,328,TRUE
If I Built a Car,Chris Van Dusen,Built   Car,English,120,TRUE
Magic Tree House Books 17-20 Boxed Set: The Mystery of the Enchanted Dog (Magic Tree House (R)),Mary Pope Osborne,Enchanted   Mystery,English,462,TRUE
The Berenstain Bears' Valentine Blessings (Berenstain Bears/Living Lights: A Faith Story),Mike Berenstain,Bears/Living   (Berenstain,English,244,TRUE
Pop-up Peekaboo! Baby Dinosaur,DK,Peekaboo!   Dinosaur,English,86,TRUE
The Big Book of Reading Comprehension Activities   Grade 2: 120 Activities for After-School and Summer Reading Fun,Hannah Braun M.Ed.,Comprehension   After-School,English,240,TRUE
His Dark Materials 3-Book Paperback Boxed Set: The Golden Compass; The Subtle Knife; The Amber Spyglass,Philip Pullman,Paperback   Materials,English,800,FALSE
Beginning Cursive for Confident & Creative Girls: Cursive Handwriting Workbook for Kids & Beginners to Cursive Writing Practice (Cursive Writing Books for Kids),Big Dreams Art Supplies,Handwriting   Beginning,English,378,TRUE
Paw Patrol Phonics Box Set (PAW Patrol) (Step into Reading),Jennifer Liberts,Reading)   Phonics,English,141,TRUE
Spectrum Seventh Grade Math Workbook – Algebra   Integers   Ratios   Geometric Mathematics With Examples   Tests   Answer Key for Homeschool or Classroom (160 pgs),Spectrum,Mathematics   Homeschool,English,624,TRUE
The Warden and the Wolf King: The Wingfeather Saga Book 4,Andrew Peterson,Wingfeather   Warden,English,368,TRUE
The Don't Laugh Challenge - 10 Year Old Edition: The LOL Interactive Joke Book Contest Game for Boys and Girls Age 10,Billy Boy,Interactive   Challenge,English,882,FALSE
Indestructibles: Te amo   bebé / Love You   Baby: Chew Proof · Rip Proof · Nontoxic · 100% Washable (Book for Babies   Newborn Books   Safe to Chew) (Spanish and English Edition),Amy Pixton,Indestructibles:   Nontoxic,Spanish,0,TRUE
Skunk and Badger (Skunk and Badger 1),Amy Timberlake,Badger   Badger,English,288,TRUE
How to Draw Deluxe Edition (Pokémon),Tracey West,(Pokémon)   Edition,English,434,TRUE
Dinosaur! (Knowledge Encyclopedias),DK,Encyclopedias)   (Knowledge,English,549,TRUE
My Very Favorite Book in the Whole Wide World,Malcolm Mitchell,Favorite   Whole,English,60,TRUE
Hello   World! Solar System,Jill McDonald,System   Hello  ,English,0,TRUE
The Cookie Book of Colors,Holly Fox,Colors   Cookie,English,132,TRUE
The Truth About Stacey: Full-Color Edition (The Baby-Sitters Club Graphix #2),Ann M. Martin,Baby-Sitters   Full-Color,English,464,TRUE
Portrait Drawing for Kids: A Step-by-Step Guide to Drawing Faces,Angela Rizza,Step-by-Step   Portrait,English,756,FALSE
Dinosaur A-Z: For kids who really love dinosaurs!,Roger Priddy,dinosaurs!   Dinosaur,English,132,TRUE
Hidden Figures: The True Story of Four Black Women and the Space Race,Laura Freeman,Figures:   Hidden,English,156,TRUE
Junie B. Jones's Third Boxed Set Ever! (Books 9-12),Barbara Park,Jones's   (Books,English,336,TRUE
Bad Kitty Goes On Vacation,Nick Bruel,Vacation   Kitty,English,168,TRUE
The Complete Tales of Winnie-The-Pooh,A. A. Milne,Winnie-The-Pooh   Complete,English,712,FALSE
James and the Giant Peach,Roald Dahl,Peach   James,English,688,FALSE
Learn To Draw Dinosaurs! (Easy Step-by-Step Drawing Guide) (Young Artist Series),Peter Pauper Press,Step-by-Step   Dinosaurs!,English,384,TRUE
I Am One: A Book of Action (I Am Books),Susan Verde,Books)   Action,English,0,TRUE
My First Keyboard - Learn To Play: Kids,Ben Parker,Keyboard   First,English,110,TRUE
Math Skillbuilders (Grades 2 - 3) (Step Ahead),Golden Books,Skillbuilders   (Grades,English,228,TRUE
Dreamers,Yuyi Morales,Dreamers,English,100,TRUE
Percy Jackson X 5 Book Set Series Collection 5 Book Set,$4.49 ,Collection   Jackson,English,79,TRUE
Kristy's Big Day (The Baby-Sitters Club Graphic Novel #6): A Graphix Book: Full-Color Edition (6) (The Baby-Sitters Club Graphic Novels),Ann M. Martin,Baby-Sitters   Baby-Sitters,English,472,TRUE
Other Words for Home,Jasmine Warga,Words   Other,English,472,TRUE
Trees   Leaves   Flowers and Seeds: A Visual Encyclopedia of the Plant Kingdom (Smithsonian),DK,(Smithsonian)   Encyclopedia,English,108,TRUE
Explorer Academy: The Tiger's Nest (Explorer Academy   5),Trudi Trueit,(Explorer   Explorer,English,168,TRUE
The Complete Summer I Turned Pretty Trilogy: The Summer I Turned Pretty; It's Not Summer Without You; We'll Always Have Summer,Jenny Han,Trilogy:   Complete,English,864,FALSE
Where's Waldo Now?: Deluxe Edition,Martin Handford,Edition   Where's,English,115,TRUE
Carson Dellosa Division Flash Cards—Grades 3-5 Double-Sided Cards   Dividing Select Factors Through 12   100 Math Problems for Elementary Mathematics Practice (54 pc),Brighter Child,Cards—Grades   Double-Sided,English,752,FALSE
Indestructibles: Things That Go!: Chew Proof · Rip Proof · Nontoxic · 100% Washable (Book for Babies   Newborn Books   Vehicle Books   Safe to Chew),Stephan Lomp,Indestructibles:   Nontoxic,English,0,TRUE
Official Five Nights at Freddy's Coloring Book,Scholastic,Coloring   Official,English,870,FALSE
The Ultimate Book of Space,Anne-Sophie Baumann,Ultimate   Space,English,348,TRUE
The Titan's Curse: Percy Jackson and the Olympians   Book 3,Rick Riordan,Olympians     Titan's,English,460,TRUE
Shadow and Bone (The Shadow and Bone Trilogy Book 1),Leigh Bardugo,Trilogy   Shadow,English,576,TRUE
What You Do Matters Boxed Set — Featuring all three New York Times best sellers (What Do You Do With an Idea?   What Do You Do With a Problem?   and What Do You Do With a Chance?),Kobi Yamada,Problem?     Featuring,English,415,TRUE
Belly Button Book (Boynton on Board),Sandra Boynton,(Boynton   Button,English,83,TRUE
Rumble! Vroom! Zoom!: Let's Listen to Things That Go!,Parragon Books,Rumble!   Vroom!,English,130,TRUE
I Survived the American Revolution   1776 (I Survived #15),Lauren Tarshis,Revolution     Survived,English,224,TRUE
Little Monkey Calms Down (Hello Genius),Michael Dahl,Genius)   Little,English,84,TRUE
Disney Frozen Elsa   Anna   Olaf   and More! - Let It Go Little Music Note Sound Book - PI Kids (Play-A-Song),Editors of Phoenix International Publications,(Play-A-Song)   Disney,English,45,TRUE
How to Babysit a Grandpa,Jean Reagan,Grandpa   Babysit,English,245,TRUE
My Sight Words Workbook: 101 High-Frequency Words Plus Games & Activities! (My Workbooks),Laurin Brainard M.Ed,High-Frequency   Activities!,English,156,TRUE
Unicorn Journal and Sketchbook: Journal and Notebook for Girls - Composition Size (7.5x9.75) With Lined and Blank Pages   Perfect for Journal   Doodling   Sketching and Notes,Bedtime Press,(7.5x9.75)   Sketchbook:,English,65,TRUE
The Vampire Diaries Dots Lines Spirals: The BEST Adult Coloring Book for Halloween,Relaxation Coloring Book,Halloween   Spirals:,English,9,TRUE
The Secrets of the Immortal Nicholas Flamel Boxed Set (3-Book),Michael Scott,(3-Book)   Immortal,English,60,TRUE
I Love You   Stinky Face,Cyd Moore,Stinky   Love,English,84,TRUE
Encyclopedia Brown Box Set (4 Books),Donald J. Sobol,Encyclopedia   Books),English,304,TRUE
Find Your Calm: A Mindful Approach To Relieve Anxiety And Grow Your Bravery,Gabi Garcia,Approach   Mindful,English,88,TRUE
A is for Activist,Innosanto Nagara,Activist   for,English,156,TRUE
I Am Love: A Book of Compassion (I Am Books),Susan Verde,Compassion   Books),English,144,TRUE
The Star Wars Little Golden Book Library (Star Wars): The Phantom Menace; Attack of the Clones; Revenge of the Sith; A New Hope; The Empire Strikes Back; Return of the Jedi,Various,Strikes   Library,English,142,TRUE
Right Now: I Am Brave,Daniela Owen,Brave   Right,English,296,TRUE
School Zone - Big Science Workbook - Ages 7 to 9   2nd Grade   3rd Grade   Weather   Seeds   Plants   Insects   Mammals   Ocean Life   Birds   and More (School Zone Big Workbook Series),School Zone,Workbook   Workbook,English,182,TRUE
Look Both Ways: A Tale Told in Ten Blocks,Jason Reynolds,Blocks   Ways:,English,210,TRUE
Dawn and the Impossible Three (The Baby-sitters Club Graphic Novel #5): A Graphix Book (The Baby-Sitters Club Graphix),Ann M. Martin,Baby-Sitters   Baby-sitters,English,448,TRUE
National Geographic Readers: Penguins!,Anne Schreiber,Geographic   Penguins!,English,75,TRUE
Making Faces: A First Book of Emotions,Abrams Appleseed,Emotions   Making,English,0,TRUE
Tyndale NLT Girls Life Application Study Bible   Pink (Hardcover)   NLT Bible with Over 800 Notes and Features   Foundations for Your Faith Sections,Tyndale,(Hardcover)     Application,English,900,FALSE
Speak,Laurie Halse Anderson,Speak,English,840,FALSE
Born on the Curve: A COVID-19 Story,Kayleigh A Sorel,COVID-19   Curve:,English,0,TRUE
Charlotte's Web (Trophy Newbery),E. B. White,Charlotte's   Newbery),English,368,TRUE
Animals in Winter (Let's-Read-and-Find-Out Science),Henrietta Bancroft,(Let's-Read-and-Find-Out   Science),English,312,TRUE
Way of the Warrior Kid 3: Where there's a Will... #1 Self Empowerment Book for Kids!,Jocko Willink,Empowerment   Warrior,English,520,TRUE
Dragonslayer (Wings of Fire: Legends),Tui T. Sutherland,Dragonslayer   Legends),English,432,TRUE
School Zone - Hidden Pictures Around the World Workbook - Ages 5 and Up   Hidden Objects   Hidden Picture Puzzles   Geography   Global Awareness   and More (School Zone Activity Zone® Workbook Series),School Zone,Awareness     Geography  ,English,130,TRUE
Dr. Seuss's I Love Pop!: A Celebration of Dads,Dr. Seuss,Celebration   Seuss's,English,41,TRUE
Learn to Write Letters and Numbers Workbook: Handwriting Practice for Kids Ages 3-5 and Preschoolers - Pen Control   Line Tracing   Shapes   Alphabet   Numbers   Sight Words: Pre K to Kindergarten,Sujatha Lalgudi,Kindergarten   Preschoolers,English,0,TRUE
Chains (The Seeds of America Trilogy),Laurie Halse Anderson,Trilogy)   America,English,370,TRUE
Coding for Kids: Python: Learn to Code with 50 Awesome Games and Activities,Adrienne Tacke,Activities   Python:,English,880,FALSE
Supersize Mad Libs,Mad Libs,Supersize   Libs,English,136,TRUE
The Berenstain Bears' Storytime Collection (The Berenstain Bears),Stan Berenstain,Berenstain   Berenstain,English,213,TRUE
Boy-Crazy Stacey (The Baby-Sitters Club Graphic Novel #7): A Graphix Book (7) (The Baby-Sitters Club Graphic Novels),Ann M. Martin,Baby-Sitters   Baby-Sitters,English,312,TRUE
Handwriting Workbook for Kids: 3-in-1 Writing Practice Book to Master Letters   Words & Sentences,Scholdeners,Handwriting   Sentences,English,140,TRUE
Snow (Sunburst Books),Uri Shulevitz,(Sunburst   Books),English,280,TRUE
How Full Is Your Bucket? For Kids,Tom Rath,Bucket?   Full,English,72,TRUE
Indestructibles: Love You   Baby: Chew Proof · Rip Proof · Nontoxic · 100% Washable (Book for Babies   Newborn Books   Safe to Chew),Stephan Lomp,Indestructibles:   Nontoxic,English,0,TRUE
Disney - Mickey Mouse   Toy Story and More! Me Reader Electronic Reader 8-Book Library - PI Kids,Editors of Phoenix International Publications,Electronic   Library,English,38,TRUE
Dinosaur Lady: The Daring Discoveries of Mary Anning   the First Paleontologist (Women in Science Biographies   Fossil Books for Kids   Feminist Picture Books   Dinosaur Gifts for Kids),Linda Skeers,Paleontologist   Biographies  ,English,260,TRUE
